GRASS,3.84,20.4,5.12
GRASS,3.84,20.4,5.2
GRASS,3.84,20.4,5.2799997
GRASS,3.84,20.4,5.3599997
GRASS,3.84,20.4,5.44
GRASS,3.84,20.4,5.52
GRASS,3.84,20.4,5.6
STONE,3.84,20.16,5.68
STONE,3.84,20.24,5.68
STONE,3.84,20.32,5.68
STONE,3.84,20.4,5.68
GRASS,3.84,20.08,5.68
STONE,3.84,20.16,5.7599998
STONE,3.84,20.24,5.7599998
STONE,3.84,20.32,5.7599998
STONE,3.84,20.4,5.7599998
GRASS,3.84,20.08,5.7599998
STONE,3.84,20.16,5.8399997
STONE,3.84,20.24,5.8399997
STONE,3.84,20.32,5.8399997
STONE,3.84,20.4,5.8399997
GRASS,3.84,20.08,5.8399997
STONE,3.84,20.16,5.92
STONE,3.84,20.24,5.92
STONE,3.84,20.32,5.92
STONE,3.84,20.4,5.92
GRASS,3.84,20.08,5.92
STONE,3.84,20.16,6.0
STONE,3.84,20.24,6.0
STONE,3.84,20.32,6.0
STONE,3.84,20.4,6.0
GRASS,3.84,20.08,6.0
GRASS,3.84,20.4,6.08
GRASS,3.84,20.4,6.16
GRASS,3.84,20.4,6.24
GRASS,3.84,20.4,6.3199997
GRASS,3.9199998,20.4,5.12
GRASS,3.9199998,20.4,5.2
GRASS,3.9199998,20.4,5.2799997
GRASS,3.9199998,20.4,5.3599997
GRASS,3.9199998,20.4,5.44
GRASS,3.9199998,20.4,5.52
GRASS,3.9199998,20.4,5.6
STONE,3.9199998,20.16,5.68
STONE,3.9199998,20.24,5.68
STONE,3.9199998,20.32,5.68
STONE,3.9199998,20.4,5.68
GRASS,3.9199998,20.08,5.68
STONE,3.9199998,20.16,5.7599998
STONE,3.9199998,20.24,5.7599998
STONE,3.9199998,20.32,5.7599998
STONE,3.9199998,20.4,5.7599998
GRASS,3.9199998,20.08,5.7599998
STONE,3.9199998,20.16,5.8399997
STONE,3.9199998,20.24,5.8399997
STONE,3.9199998,20.32,5.8399997
STONE,3.9199998,20.4,5.8399997
GRASS,3.9199998,20.08,5.8399997
STONE,3.9199998,20.16,5.92
STONE,3.9199998,20.24,5.92
STONE,3.9199998,20.32,5.92
STONE,3.9199998,20.4,5.92
GRASS,3.9199998,20.08,5.92
STONE,3.9199998,20.16,6.0
STONE,3.9199998,20.24,6.0
STONE,3.9199998,20.32,6.0
STONE,3.9199998,20.4,6.0
GRASS,3.9199998,20.08,6.0
GRASS,3.9199998,20.4,6.08
GRASS,3.9199998,20.4,6.16
GRASS,3.9199998,20.4,6.24
GRASS,3.9199998,20.4,6.3199997
GRASS,4.0,20.4,5.12
GRASS,4.0,20.4,5.2
GRASS,4.0,20.4,5.2799997
GRASS,4.0,20.4,5.3599997
GRASS,4.0,20.4,5.44
GRASS,4.0,20.4,5.52
STONE,4.0,20.16,5.6
STONE,4.0,20.24,5.6
STONE,4.0,20.32,5.6
STONE,4.0,20.4,5.6
GRASS,4.0,20.08,5.6
STONE,4.0,20.16,5.68
STONE,4.0,20.24,5.68
STONE,4.0,20.32,5.68
STONE,4.0,20.4,5.68
GRASS,4.0,20.08,5.68
STONE,4.0,20.16,5.7599998
STONE,4.0,20.24,5.7599998
STONE,4.0,20.32,5.7599998
STONE,4.0,20.4,5.7599998
GRASS,4.0,20.08,5.7599998
STONE,4.0,20.16,5.8399997
STONE,4.0,20.24,5.8399997
STONE,4.0,20.32,5.8399997
STONE,4.0,20.4,5.8399997
GRASS,4.0,20.08,5.8399997
STONE,4.0,20.16,5.92
STONE,4.0,20.24,5.92
STONE,4.0,20.32,5.92
STONE,4.0,20.4,5.92
GRASS,4.0,20.08,5.92
STONE,4.0,20.16,6.0
STONE,4.0,20.24,6.0
STONE,4.0,20.32,6.0
STONE,4.0,20.4,6.0
GRASS,4.0,20.08,6.0
STONE,4.0,20.16,6.08
STONE,4.0,20.24,6.08
STONE,4.0,20.32,6.08
STONE,4.0,20.4,6.08
GRASS,4.0,20.08,6.08
GRASS,4.0,20.4,6.16
GRASS,4.0,20.4,6.24
GRASS,4.0,20.4,6.3199997
GRASS,4.08,20.4,5.12
GRASS,4.08,20.4,5.2
GRASS,4.08,20.4,5.2799997
GRASS,4.08,20.4,5.3599997
GRASS,4.08,20.4,5.44
GRASS,4.08,20.4,5.52
GRASS,4.08,20.4,5.6
STONE,4.08,20.16,5.68
STONE,4.08,20.24,5.68
STONE,4.08,20.32,5.68
STONE,4.08,20.4,5.68
GRASS,4.08,20.08,5.68
STONE,4.08,20.16,5.7599998
